date,open,high,low,close,volume,dividends,split_occurred,volatility,returns,rsi_14,macd,macd_signal,macd_hist,sma_3,sma_6,sma_12,ema_3,ema_6,ema_12,volume_change,ticker,sector
2015-01-31 00:00:00-05:00,85.08405218814794,95.83059589417098,82.53570105587087,89.0657730102539,5037120.0,0.0,0,0.14927052658903553,,,0.0,0.0,0.0,,,,89.0657730102539,89.0657730102539,89.0657730102539,,UNH,Healthcare
2015-02-28 00:00:00-05:00,89.46818724282974,97.72506227495109,88.07666176925974,95.25220489501953,4009052.6315789474,0.0,0,0.10129319858081132,0.06945913874293108,,0.49350453781605097,0.0987009075632102,0.39480363025284076,,,,92.15898895263672,90.8333249773298,90.0175317617563,-0.20409824828891365,UNH,Healthcare
2015-03-31 00:00:00-04:00,95.25222102654648,104.0909578746126,93.59244716632855,99.49026489257812,3783850.0,0.375,0,0.10552299483391187,0.04449303826855755,,1.2126082690975153,0.3214823798700712,0.8911258892274441,94.60274759928386,,,95.82462692260742,93.30673638168645,91.47487532034427,-0.05617352833062017,UNH,Healthcare
2015-04-30 00:00:00-04:00,100.52477632038193,102.87979542111034,93.45981364213199,93.6953125,4137290.476190476,0.0,0,0.10053845307339525,-0.058246426410011765,,1.2999143261739476,0.5171687691308465,0.7827455570431011,96.14592742919922,,,94.75996971130371,93.41775812977605,91.81648104029131,0.09340763407388675,UNH,Healthcare
2015-05-31 00:00:00-04:00,94.44384972350902,102.48449698418734,93.98125817355647,101.10514831542969,3613040.0,0.0,0,0.08410292603599488,0.07908438125364792,,1.9446006829356293,0.8026551518918031,1.141945531043826,98.09690856933594,,,97.9325590133667,95.61415532567707,93.24550677492797,-0.12671348052728326,UNH,Healthcare
2015-06-30 00:00:00-04:00,101.38270432291785,104.8274287812631,97.02595061096702,103.04525756835938,4838600.0,0.5,0,0.075709240331809,0.019189025339015453,,2.582302689943475,1.1585846595021376,1.4237180304413375,99.28190612792969,96.94232686360677,,100.48890829086304,97.73732739501487,94.75316074314819,0.3392046586807784,UNH,Healthcare
2015-07-31 00:00:00-04:00,103.84766860499477,106.46603965455822,98.53490636363681,102.53849029541016,4319754.545454546,0.0,0,0.0773478648658866,-0.004917909711788848,,3.012072939301902,1.5292823154620905,1.4827906238398114,102.22963205973308,99.18777974446614,,101.5136992931366,99.10908822369923,95.95090375118849,-0.10723049116386019,UNH,Healthcare
2015-08-31 00:00:00-04:00,102.71584875538547,106.60114595997268,80.2401324805011,97.72406005859375,4011071.4285714286,0.0,0,0.26974947074104316,-0.04695241974936615,,2.9304047916822356,1.8095068107061194,1.1208979809761161,101.10260264078777,99.59975560506184,,99.61887967586517,98.71336589081196,96.22369702925084,-0.07145848534563815,UNH,Healthcare
2015-09-30 00:00:00-04:00,95.74762760035541,106.13765137589012,93.97390451936647,98.4097671508789,4493942.857142857,0.5,0,0.12360304478593626,0.00701676835647258,,2.8877251302060074,2.025150474606097,0.8625746555999103,99.55743916829427,99.41967264811198,,99.01432341337204,98.62662339368822,96.56001550950131,0.120384649630487,UNH,Healthcare
2015-10-31 00:00:00-04:00,98.35037345849996,106.87566623123435,93.37094940133005,99.91120910644531,4814263.636363637,0.0,0,0.13516718444990874,0.01525704205014966,,2.941151247952675,2.208350629275413,0.732800618677262,98.68167877197266,100.45565541585286,,99.46276625990868,98.9936478830474,97.07558375518501,0.07127833828853625,UNH,Healthcare
